,job_title,company_name,city,state,zipcode,neighborhood,description,salary,link
80,Immunization Data Quality Scientist,JSI,Boston,MA ,02210,South Boston area,"JSI Research & Training Institute, Inc. is hiring a full-time Immunization Data Quality Scientist to support the Immunization Division at the Massachusetts Department of Public Health (DPH) located in Boston (accessible by Forest Hills T stop with parking on-site). This is an opportunity to set in motion a comprehensive Data Quality Program for the Massachusetts Immunization Information System (MIIS). The MIIS is a statewide immunization registry containing millions of shot records.  In collaboration with programmatic and IT staff, the Immunization Data Quality Scientist will design and implement a strategic vision for ensuring that both new data sent from immunization provider sites to the MIIS and data already in the MIIS are of high quality. This work entails devising a system to identify irregular or discrepant data, finding high pay-off opportunities for correcting inaccurately reported data; and supporting high priority data analysis requests. The Immunization Data Quality Scientist must be able to work independently, clearly communicate strategic priorities, and collaborate effectively with epidemiologists and software engineers. RESPONSIBILITIES Drive development of comprehensive data quality program. Write data queries to better understand trends, progress, and barriers to the administration and reporting of pediatric and adult vaccines.  Refine existing algorithms to identify data discrepancies and troubleshoot problems related to missing or miscoded data.  Communicate discrepancies to epidemiologists, user support, IT staff and providers/end users. Implement mechanisms for improving data timeliness, completeness, and accuracy. Collaborate on other programmatic and IT development tasks as needed. QUALIFICATIONS REQUIRED QUALIFICATIONS  Education Bachelor’s Degree required. Experience Two or more years of professional level experience, with at least one (1) year within a health, public health, or medical setting. Sufficient technical skills, knowledge, and experience to monitor and improve data quality as well as program and run reports, within a large, statewide, public health data base. Knowledge of statistics and probability including experience with R and/or SAS. Working knowledge of SQL and the development of SQL queries. Experience with large data sets and relational databases. Facility in learning new technologies and applying them to project work. Ability to effectively communicate and provide technical assistance to end users with varying levels of IT experience and knowledge. An energetic, self-starter who can work as part of a team with limited supervision. Candidates must pass any level of background investigation applicable to the position.  PREFERRED QUALIFICATIONS  Master’s degree in public health or a related field. Familiarity with pediatric health care provider issues and the immunization field. Experience tracking and analyzing data quality issues in a health care setting. Experience with process improvement. Strong written and oral communication and presentation skills.  To apply for this position, please visit the job opportunities page at jsi.com and click on the position name on the job posting page.  Salary commensurate with experience.  Interested candidates should submit their resumes and cover letters online.", ,f0fe5ea664a65cf9
81,Front End Developer,QSimulate,Cambridge,MA, , ,"Who we areQSimulate is a highly motivated group of scientists and software engineers looking to bring the power of quantitative simulations to solve pressing problems in the chemical and pharmaceutical industries. We provide simulation platforms that minimize the time-to-solution, return substantive quantitative data, and automate complex workflows.Who you areYou have experience in web development for client side interaction with appreciation for the security of user data. You are enthusiastic about making an impact on society by creating cutting-edge software infrastructure. You are empathetic and can view your own work through the eyes of a non-specialist. You can articulate concepts in a concise and straightforward manner and are willing to share knowledge freely.Job Duties Include-Development of the QSimulate front end that interfaces users and cloud simulation platforms, including multi-user profile authentication platform and 3D graphical user interfaces.-Create an environment that encourages customers to build complex workflows-Developing automation tools for internal AI-driven R&DSoft SkillsWilling to learn, confident in decision making, self-aware, dependable, ambitious, and honest; Builds doors through barriers to create a better world.Hard SkillsHTML5, CSS3, JavaScript (Node.js, jQuery, etc.), Python, SQL.Degree in computer science or the physical sciences or 3 years of experience in web programming is required.Please include:A cover letterA resumeA link to a website and/or code samples hosted on publicly accessible repositoriesJob offer is contingent upon verification of identity and confirmation of work authorization.We believe science and technology are a force for the betterment of all people in society. To us this means that diversity and representation matter. QSimulate is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to color, ethnicity, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.Job Type: Full-timeSalary: $80,000.00 to $120,000.00 /yearExperience:Web Development: 3 years (Required)Education:Bachelor's (Preferred)Work Location:One locationBenefits:Health insuranceFlexible scheduleRetirement planThis Company Describes Its Culture as:Team-oriented -- cooperative and collaborativeDetail-oriented -- quality and precision-focusedInnovative -- innovative and risk-takingSchedule::Monday to FridayOvertime","$80,000 - $120,000 a year",146848b5a8e07dd5
82,Translational Research Scientist (with proteomic mass spec e...,Novartis,Cambridge,MA, , ,"#1! That’s the ranking that Fast Company gave Novartis in their 2018 list of ‘The World’s Most Innovative Companies’. The Novartis Institutes for BioMedical Research (NIBR) is the innovation engine of Novartis. We collaborate across scientific and organization boundaries, focusing on powerful new technologies that have the potential to help produce therapeutic breakthroughs from patients.   We seek a creative and collaborative scientist to join the Exploratory Translational Profiling group in Disease Area X and contribute to advancing novel therapeutics by enabling the discovery and validation of novel biomarkers. In this role, you will focus on discovery and targeted proteomics of clinical samples from well-designed disease cohorts, applying competitive edge mass spectrometry and aptamer/antibody-based approaches.   Your responsibilities will include:  Developing and employing novel approaches to identify, profile and quantify biomarkers in clinical samples to support translational research across multiple therapeutic areas of unmet medical need, including hepatology, nephrology and benign hematology Establishing quantitative mass spectrometry and antibody/aptamer assays for measuring proteins in complex biological matrices (plasma, serum, urine, CSF), including data processing and analyses in support of translation to clinical validation /qualification Playing a key role in an interdisciplinary team of translational research/medical scientists, biologist and computational scientistsParticipating in alliances with external partners at top healthcare institutions, with the opportunity to publish your work [#video#https://www.youtube.com/watch?v=Mo1vwtVPVA0{#400,300#}#/video#]  What you will bring to the role:  BS with +7 years experience or MS with +3 years experience in relevant scientific area.Proven experience with instrumentation and techniques in mass spectrometry and nano-HPLC is required with experience in targeted and global proteomic profiling.Excellent communication, good organizational skills, capacity to multi-task and the ability to work in a fast-paced, team-oriented environment are essential. Additional desirable attributes include, but are not limited to:  Translational research and industry working experience, including the handling of clinical samples and dataFamiliarity with developing quantitative antibody/aptamer-based assays with orthogonal detection methods Why consider Novartis?  750 million. That’s how many lives our products touch. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?  We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.  We are Novartis. Join us and help us reimagine medicine.  The Novartis Group of Companies are Equal Opportunity Employers and take pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or any other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, marital or veteran status, disability, or any other legally protected status.", ,9654c78756072004
83,Data Scientist,"MIB Group, Inc.",Braintree,MA ,02184, ,"POSITION SUMMARY: MIB is committed to providing valued-added services to customers and improving efficiency through enhanced capabilities in data and advanced analytics. As an integral part of this long-term strategy, this role is critical to improving operations, expanding product offerings, and servicing the life insurance industry.MINIMUM QUALIFICATIONS AND REQUIREMENTS:Education: A master’s degree in a quantitative field such as statistics, mathematics, computer science, engineering, and physics. Ph.D is a plus.Experience: 2 – 6 years of relevant experience in insurance, banking or other financial industriesSkills:o Must be proficient in SQLo Must be expert in at least one of the following - R, Python, SASo Preferred additional skills include VBA, EXCEL, ACCESS, SQL Server, DB2, PostgreSQL, UNIX, LINUX, C, C++, JAVA, JavaScript, SparkIn-depth knowledge of statistical techniques including:o GLM (multiple regression, logistic regression, log-linear regression, and variable selection)o Multivariate analysis - Clustering, factor, principal componento Time series forecastingo Survival analysis, and so on.Understanding of Machine learning (e.g. random forests, support vector machines, gradient boosting, etc.), Natural Language Processing and Deep Learning (e.g. CNN) techniquesExperience in building predictive models using large datasetsExperience with data ETL, ability to overcome challenges in a fragmented data environment and ensuring data qualityExperience applying advanced analytics to solve business problems and drive business resultsKnowledge of life, health, property/casualty insurance principlesTrack record in meeting deadlinesStrong verbal and written communication skills with demonstrated ability to explain technical results to technical and non-technical audiencesGENERAL DUTIES AND RESPONSIBILITIES:(This is a representative list of the general duties the position may be asked to perform, and is not intended to be all-inclusive)Collaborate with business partners and customers to understand business needs, assess opportunities and assist in new product developmentApply advanced analytics skills and business knowledge to design and develop analytic solutions for internal and external customersPerform data ETL, query, merge, sampling, and quality checks on large datasets from diverse sourcesPerform variable reduction, selection, clustering, imputation, grouping, and customizationSelect analytic technique(s) most appropriate for the problem (e.g GLM, survival analysis, time series, multivariate analysis, ML, NLP, and DL etc.) and develop candidate modelsPerform model validation to compare lift, accuracy, reliability and stability of models, and select the final solutionWork with deployment team to implement final models in productionDevelop performance metrics, automate monitoring procedures, and update models as needed;Develop visualization and present analytic results to business partners, senior management and customersStay current with the latest analytical skills, technological innovations and insurance developments; serve as a mentor to other teammatesTIME ALLOCATION:15% - Data exploration and preparation50% - Developing and implementing analytics solutions10% - Model monitoring and maintenance15% - Ad hoc research and training10% - Customer support and other duties**This position does not offer any type of relocation nor do we provide any type of sponsorship.All Associates (whether full-time, part-time, or temporary), Interns, Subcontractors, and Service Providers are to follow the Information Security Program to:Ensure the security of Protected Information;Protect against anticipated threats or hazards to the security or integrity of Protected Information; andProtect against unauthorized access to or use of Protected Information in a manner that creates a substantial risk of a security breach, identity theft or fraud. Associates must contact the Help Desk immediately in the event of or suspicion of a security event (e.g., lost or stolen equipment, sensitive information disclosure, etc.)This job description does not include a comprehensive list of all duties the associate may be asked to perform in the course of the business day or may be assigned as part of the position. Other duties may be assigned as appropriate based on MIB business needs.Job Type: Full-timeExperience:relevant predictive analytics: 2 years (Required)insurance industry: 2 years (Required)hands on data/analytics: 4 years (Preferred)Education:Master's (Required)Work authorization:United States (Required)Additional Compensation:BonusesWork Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offFlexible scheduleProfessional development assistanceTuition reimbursementParental leave", ,c920345674fcc072
84,Machine Learning Senior Data Scientist,CodaMetrix,Boston,MA ,02116,South End area,"CodaMetrix is a well-capitalized and early-stage company focused on solving some of the more interesting problems in healthcare administrative and clinical areas. The company was formed by the Massachusetts General Physician Organization to help commercialize and build upon internally developed, and highly utilized AI-based applications.CodaMetrix is led by proven entrepreneurs, technology and healthcare veterans, whose vision is to create a highly desirable atmosphere for technical talent to flourish and develop innovative, significant, reliable, and broadly utilized solutions.As an early-stage company, specific responsibilities will evolve, and significant job expansion and promotion opportunities are available.Job DescriptionThe machine learning senior data scientist reports to the Director of Machine Learning and AI.The machine learning team is responsible for the invention, analysis, and deployment of new machine learning techniques using healthcare data to improve administrative and clinical medicine.This is a unique opportunity for a passionate individual about innovation in machine learning, and AI. This is a fast-paced, collaborative and iterative environment requiring quick learning, agility and flexibility.ResponsibilitiesInnovate, implement and test machine learning and deep learning techniques at scale.Analyze the quality and calibration of predictive models.Collaborate with machine learning and engineering team members for deployment of new machine learning techniques, and follow deployments tracking issues and successes.Interface with medical coders, administrators, and physicians to understand the strengths and weaknesses of existing products and to help develop new machine learning-empowered products.Requirements M.S. in Computer Science, Mathematics, Statistics, or related field and 5 years of related work experience in ML and AI.Hands on experience with machine learning approaches and understanding of the analysis, testing processes of machine learning techniques.Familiarity with deep learning approaches such as CNN, RNN and Reinforcement learning.Hands on experience with SQL and non-SQL databases.Proficiency in one or more of programming languages such as Python, Java, C, or C++.Demonstrated end-to-end project leadership.Strong verbal, visual, and written communication skills.Beneficial ExperiencePhD in Computer Science, Mathematics or related field.Demonstrable experience with NLP applications.Publications in major ML/NLP conferences, and/or participation in Kaggle or similar competitionsSome knowledge of US healthcare systems.Working EnvironmentBoston-based position, working out of our Back Bay officeOccasional travel to professional seminars and conferencesCompensation: Highly competitive and commensurate with level of experienceOur company, as well as our products, are made better because we embrace diverse skills, perspectives, and ideas.CodaMetrix is an Equal Employment Opportunity Employer and all qualified applicants will receive consideration for employment.Job Type: Full-timeExperience:AI: 5 years (Preferred)Natural Language Processing: 2 years (Preferred)Education:Master's (Required)Location:Boston, MA 02116 (Preferred)Work authorization:United States (Preferred)Work Location:One location", ,9e7c0b5d33d35de2
85,"Scientist, Neurodegenerative Diseases",Novartis,Cambridge,MA, , ,"50 million people worldwide are directly affected by Neurodegenerative diseases. These diseases, including Alzheimer’s disease, Parkinson’s disease and various other rare genetic disorders, stop patients from participating in productive, active lives, connected to their families and friends. Here, at the Neuroscience department at Novartis Institutes for Biomedical Research, we are looking for a highly motivated research scientist to join a vibrant multidisciplinary team committed to finding and improving treatments to better the lives of these patients. Successful candidate will be responsible for advancing the cutting-edge drug discovery efforts.  Responsibilities: Design, conduct, and analyze experiments to generate high quality data for drug candidate optimization and validation.Develop disease-relevant cellular assays to unravel underlying disease biology and guide drug discovery activities.Critically analyze data and effectively present results to the multidisciplinary project team and Neuroscience Department as required.Keep accurate and complete records of data using Novartis data handling software/pipeline. [#video#https://www.youtube.com/watch?v=Mo1vwtVPVA0{#400,300#}#/video#]  Requires a MS degree in neuroscience, biotechnology or related field with minimum 5 years of research experience, preferably in a pharma industry setting.Strong laboratory skills, including modern molecular biology techniques and various cell-based biochemical and imaging assays. Extensive experience in mammalian cell culture methods (e.g. neuronal / glial cultures) and development of cell-based assays.Candidate must be team oriented, highly motivated with critical thinking skills, team oriented, and have excellent communication and interpersonal skills. Additional qualifications: Prior experience in neurodegeneration research is a plus.Experience with liquid handling automation systems and high-throughput assays in a biotechnology or pharmaceutical setting is a plus.Experience with prioritizing small molecule compounds using imaging, reporter, viability, or other endpoints is a plus. Why consider Novartis?  750 million. That’s how many lives our products touch. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?  We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.  We are Novartis. Join us and help us reimagine medicine.  The Novartis Group of Companies are Equal Opportunity Employers and take pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or any other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, marital or veteran status, disability, or any other legally protected status.", ,f88d5149cb65de49
86,Perception Scientist for Marine Autonomy,Sea Machines Robotics Inc.,Boston,MA, , ,"Sea Machines is a fast-growing startup specializing in autonomous technology for marine vessels. We’re passionate about applying practical A.I. to the massive global ocean transportation market. Our products provide ships and workboats the intelligence to work remotely and give maritime operators the tools to effectively communicate with them. Based in Boston and operating globally, the company is crewed by an experienced team of mariners, engineers, coders, and autonomy scientists. Our culture is dynamic, collaborative and biased towards execution.Sea Machines is venture-funded and we’ve introduced our first product, the Sea Machines 300. We’re located on the East Boston waterfront in historic Jeffries Point, with quick access to the T and water taxis.Job SummaryWe are seeking a Perception Scientist with deep learning and computer vision experience to actively push the next stage of perception R&D at Sea Machines which tackles the exciting challenges of moving the world’s fleets to the era of autonomous operations. This role will focus on developing state-of-arts algorithms on marine vessels to perform real time performance in conjunction with the existing R&D perception team. currently looking at multimodal sensor fusion of live data streams (AIS, radar, LiDAR, etc.). A focus will be on, object detection, object tracking, semantic segmentation, and sensor fusion from large scale data with multi-sensor data streams (AIS, Radar, LiDAR, visible cameras, thermal cameras, etc.).Responsibilities and DutiesDesign, development and integration of high quality perception technology including objects detection, object tracking and semantic segmentation on SMR vesselsAnalyze real world data and perform performance evaluation of delivered technologyDevelop start-of-arts prototype and implement high quality C++ applications into the existing Sea Machines autonomy systemMaintain software documentation and assist in the development of user documentationParticipate in field testing & trials.Document and communicate bugs & issues encountered during testing & trials.Participate as a multi-disciplinary engineering team member including team meetings, stand-ups & quality reviews.Work cross-functionally with technical teams developing autonomy, communications, perception, system interfaces and hardware to execute functional testing, system integration verification and performance validation on new products in automated simulation and in vessel trials.Develop collaborative relationships and work closely with suppliers, engineering, operations, sales team and customers.Qualifications and SkillsAdvanced degree in Computer Science, Electrical Engineering, or related fields, with a publication record on relevant topics.Professional experience with deep learning based object detection, tracking or semantic segmentation.Experience with machine learning and image processing based image classification and segmentationExperience with TensorFlow, TensorFlow Slim, Keras, Theano, GPU acceleration and CUDAProficiency developing software for complex products using C++, Python, OpenCV and MatlabExperience with large scale data analysis and regression testExperience with large data collection and organizationExperience collaborating with other functional teams to seamlessly integrate software and hardware.Understanding and appreciation of hardened industrial systemsExcellent analytical and program solving skills, excellent written and oral communication, self-starter and highly motivated.Job Type: Full-timeExperience:Postdoc: 5 years (Required)", ,98e331c4e8b8aa09
87,Data Scientist Analyst,Lincoln Financial,Boston,MA ,02109,Central area,"Alternate Locations: Boston, MA (Massachusetts); Greensboro, NC (North Carolina) Relocation assistance will be considered/provided for this opportunity within our company guidelines. Requisition #60412 About the Company Lincoln Financial Group, a Fortune 250 company with over 10,000 employees, provides advice and solutions that help empower Americans to take charge of their financial lives with confidence. Our core business areas — Life Insurance, Annuities, Retirement Plan Services and Group Protection — focus on supporting, preserving and enhancing over 17 million customer’s lifestyles and retirement outcomes. Headquartered in Radnor, Pennsylvania, Lincoln Financial Group is the marketing name for Lincoln National Corporation (NYSE: LNC) and its affiliates. The company had $253 billion in assets under management as of December 31, 2017. Ranked one of the Best Large Employers in America by Forbes magazine, Lincoln Financial Group makes a serious investment in our employees’ futures through a broad range of wealth accumulation and protection plans, health and wellness programs, and career development resources designed to help each individual reach their personal and professional goals.   The Role Join the high-energy data science and business experts in Lincoln’s Life Solutions Data Analytics group as we drive business value and innovation through data. As a Data Scientist, you will support the Life In-force Optimization team by developing data insights to improve retention, generating cross-sell and up-sell opportunities, and improving the mortality experience of in-force policies. You will provide subject matter expertise and direction on complex projects/initiatives for the design, development, and delivery of advanced analytics and predictive modeling that enables the business to make data based decisions. Responsibilities Identify opportunities where data-driven solutions to complex business problems using predictive and statistical models can drive earnings while improving the customer experience. Provide expertise and collaborate with stakeholders to define data collection and analysis requirements and establish adequate business understanding to provide effective analysis. Compile and mine data from a wide variety of data repositories. Validate data accuracy, and confirm data quality and consistent use across the business. Design and execute analytic plans. Generate insights and inform business decisions using advanced analytical techniques. Translate quantitative analyses and findings into accessible visuals for non-technical audiences, clearly interpret the data and effectively communicate findings and insights to senior executives, managers, and key stakeholders. Deploy and maintain predictive models. Monitor model performance and update models. Work with key stakeholders in different functions to align and consolidate key operational performance metrics.  Education 4 Year Bachelor's degree in Mathematics, Natural Sciences, Economics, Computer Science, Engineering, Statistics, or Information Systems.  Experience Proficiency with a major programming language appropriate for data science (e.g. R, Python) to manipulate data and draw insights. 3 - 5+ years of solid experience working on different data sources and platforms. Knowledge and experience applying statistical and machine learning techniques to real business data. Ability to define problems, collect data, establish facts and draw valid conclusions. Strong relationship management skills with internal clients (e.g. senior management, peers and colleagues); proven ability to develop creative and collaborative approaches. Curiosity and demonstrated capability of quick learning on new technical and business knowledge. Flexibility and fast adaption to the changing business environment and priorities. Strong interpersonal skills with a collaborative style. Strong project management leadership skills including, critical ability to coordinate and balance multiple projects in a time-sensitive environment, under pressure, and meeting deadlines. Proficiency with Microsoft Office Suite (Word, Excel, PowerPoint, Outlook). Actuarial working experience or knowledge and experience in the insurance industry is desirable.  #LI-CA1   This position may be subject to Lincoln’s Political Contribution Policy. An offer of employment may be contingent upon disclosing to Lincoln the details of certain political contributions. Lincoln may decline to extend an offer or terminate employment for this role if it determines political contributions made could have an adverse impact on Lincoln’s current or future business interests, misrepresentations were made, or for failure to fully disclose applicable political contributions and or fundraising activities. Any unsolicited resumes/candidate profiles submitted through our web site or to personal e-mail accounts of employees of Lincoln Financial Group are considered property of Lincoln Financial Group and are not subject to payment of agency fees. Lincoln Financial Group (“LFG”) is an Equal Opportunity employer and, as such, is committed in policy and practice to recruit, hire, compensate, train and promote, in all job classifications, without regard to race, color, religion, sex (including pregnancy), age, national origin, disability, sexual orientation, gender identity and expression, veterans status, or genetic information. Applicants are evaluated on the basis of job qualifications. If you are a person with a disability that impedes your ability to express your interest for a position through our online application process, or require TTY/TDD assistance, contact us by calling 260-455-2558. #P3  Nearest Major Market: Boston  Job Segment: Database, Data Analyst, Information Systems, Computer Science, Actuarial, Technology, Data, Insurance", ,0873f4263546b21a
88,Associate Consultant,ZoomRx Inc.,Boston,MA, , ,"Associate Consultant (Business Analysis Team)Boston, New York or San FranciscoZoomRx is a rapidly-growing company founded upon the belief that there is important work to be done at the intersection of data, healthcare, and technology. Through transformative technology and deep consultative partnerships, we help the people behind the world’s most important therapies make a difference. We work with our clients to focus on the stuff that matters—asking the right questions, delivering thoughtful analysis, and revealing the truth within complex markets.At ZoomRx we favor collaboration over hierarchy, opt for creativity over “the way it’s always been done,” and know strategic healthcare consulting needs a fresh approach.If you feel the same, let’s work together.Position summary: What does a day look like as an Associate Consultant at ZoomRx?You will develop lasting, fulfilling relationships with our clients through compelling, data-driven strategic thought-partnerships and impeccable operational leadershipYou will play an important role on an international team of consultants and data scientists; these teams are optimized for driving high-quality client partnership while also growing the individuals that comprise the teamWhat makes your role at ZoomRx more than just a job?You will contribute to the evolution of a thriving, growing company; we want you to help us see data in a new way, help us tell better stories, and/or help us do something completely newYou will have wide-reaching creative and operational control; we believe that collaboration is much more effective than hierarchy, so our teamwork is designed to empower those with less experience and utilize those with moreWhat does ZoomRx do?ZoomRx utilizes a fully-integrated suite of a premier consulting team, community of loyal healthcare professionals, and innovative technology platform to provide better answers for biopharmaceutical clients’ most challenging strategic questionsWith a core focus in full-service primary market research and data analytics, ZoomRx uniquely leverages its proprietary mobile technology platform and diverse network of physicians, patients and payers to deliver vibrant, multi-dimensional insights to its clientsWe support our clients as they drive value across the entire product lifecycle; our work includes helping clients: launch new therapies, optimize promotional efforts, defend against competitive pressure, shape marketing strategies, make acquisition/licensing decisions, and much moreWhat do successful Associate Consultant candidates usually look like?Qualities of successful ZoomRx Associate Consultant candidates include:at least 1 year of experience in business analysis or market research focused-roleacademic background/experience working in life sciences / healthcare industryconfidence in preparing and telling data-driven and analytically-robust strategic storiesa degree in life-sciences and/or a quantitative fieldclient-facing experienceJob Type: Full-timeExperience:business analysis: 1 year (Required)Education:Bachelor's (Required)Location:Boston, MA (Preferred)Work authorization:United States (Required)Additional Compensation:BonusesWork Location:One location", ,3036257274d70543
89,Senior Data Scientist,CarGurus,Cambridge,MA ,02138,West Cambridge area,"Meet CarGurus—the #1 visited online car shopping website in the US. At CarGurus, we're building the world's most trusted and transparent automotive marketplace where it's easy to find great deals from top-rated dealers.  Founded in 2006 by Langley Steinert (co-founder of TripAdvisor), CarGurus is a technology company with a passion for data and its power to simplify every aspect of the car shopping experience. Using proprietary technology, search algorithms and innovative data analytics, we provide unbiased validation on pricing, dealer reputation and vehicle history.  On the Algorithmic Traffic Acquisition team our goal is to extract insights from voluminous amounts of data and set the strategic course for online bidding. The general problems to solve are unconstrained; we are tasked with spending a large budget as efficiently as we can. How we achieve that is up to us. We are looking for entrepreneurial Data Scientists who can help continue to capture and retain unique visitors to our site from online search and social media platforms.  What You'll Do:  Analyze data, and design and implement data science or machine learning solutions Aid the engineers who will implement your solutions in production Communicate solutions to both a technical and a lay audience. E.g., what is it, how does it solve the problem, why is it reasonable, what could go wrong Estimate the long-term conversion rate of each of hundreds of millions of keywords, combinations of demographics, and other forms of targeting Analyze searches entered online and site activity to find new keywords and negative keywords For any given monthly spend target and measure of efficiency (e.g., CPL, ROI), estimate the efficiency metric which will result in the target spend. Measure the impact of television and radio advertising on online advertising  Who You Are:  You have owned Data Science for an organization Experience working with datasets, and strong interest in deep data analysis – with a desire to investigate large amounts of Data and generate insights Practical Experience in Python or R Deep understanding of numbers with strong business sense Understanding of the following principles: Time Series Classification Algorithms Clustering Regressions Recommender Systems Feature Engineering Data Manipulation & Cleaning Advanced Degree (or relevant experience) in one of the following: Statistics, Computer Science (ideally with a focus on machine learning) or any quantitative field which makes use of advanced statistical or machine learning techniques  CarGurus Culture: At the core of our company culture is a spirit of innovation, curiosity and collaboration. True to our start-up roots, we're nimble, flexible and hardworking. We have a great respect for testing and learning and a healthy aversion to scheduling meetings to discuss meetings. Lunch is catered daily. Gym membership is free. Foosball and ping pong are played often. Now a publicly-traded company, we're as committed as ever to cultivating the culture that got us here.  In addition to the US, CarGurus operates sites in Canada, the UK and Germany with other markets on the horizon. Our offices are located in Cambridge, MA, Detroit, MI and Dublin, Ireland. If you'd like to learn more, please visit our careers page ( https://careers.cargurus.com/ ).", ,ea739213c127abd1
90,Robotics Data Scientist,Amazon Robotics LLC,North Reading,MA, , ,"Bachelors in Computer Science, Industrial Engineering, Operations Research, Operations Management, Management Information Systems, or a related field.Strong problem-solving skills and ability to prioritize conflicting requirements.Excellent written and verbal communication skills and ability to succinctly summarize key findings.Comfortable working as both part of a high-performing, diverse team and as an independent performer.Experience programming in analytical workbooks (Python, Java, Scala, R, bash).Experience in data mining using databases in a business environment with large-scale, complex datasets.Good working knowledge of applied statistics, machine learning, and experimental design.Good knowledge of SQL and working with relational databases.Willingness to travel 15% of the year.  Are you inspired by invention? Is problem solving through teamwork in your DNA? Do you like the idea of seeing how your work impacts the bigger picture? Answer yes to any of these and you’ll fit right in here at Amazon Robotics. We are a smart team of doers that work passionately to apply cutting edge advances in robotics and software to solve real-world challenges that will transform our customers’ experiences in ways we can’t even image yet. We invent new improvements every day. We are Amazon Robotics and we will give you the tools and support you need to invent with us in ways that are rewarding, fulfilling, and fun.  Position Overview The Amazon Robotics Data Science (AR-DS) team discovers insights in vast and varied robotic data to help our engineering teams understand how their technologies operate across Amazon’s network of warehouses. We collaborate with designers, software and hardware engineers, and operations teams to understand product requirements, make feature trade-offs, design, and operate new applications of Amazon Robotics technology. We conduct relevant, insightful analysis and communicate the results through white papers and presentations. Our methods include design of experiments, statistical modeling, machine learning, financial analysis, and data visualization.  A successful candidate should have a background in business analytics, data science, data visualization, and data engineering. We are looking for jack-of-all-trades that are able to select and use the right tools to bring clarity to complex questions and help drive decisions. While we don’t assume mastery in all areas, successful team members can speak and work competently in multiple domains.  Masters in Computer Science, Industrial Engineering, Operations Research, Operations Management, Management Information Systems, or a related field.Familiarity with machine and process reliability, integration of human and automated processes, distribution or fulfillment center operations, software/firmware development, or database administration.Knowledge of data visualization software (QuickSight, Tableau).Experience using cloud storage and computing technologies such as Spark, Hive, Hadoop, and AWS. Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.", ,178c9ba608a65db1
91,Data Scientist - Research,Data+Math,Boston,MA ,02210,South Boston area,"Company Overview Data Plus Math is a media measurement company that helps connect advertising exposures to real-world outcomes. Powered by millions of households of cross-screen viewing data, the company's TV and Video attribution platform is used by cable operators, national programming networks, agencies and marketers to measure which components of their advertising campaigns are driving results. We work with some of the largest media and entertainment companies, agencies and brands in the world to power the next generation of analytics and measurement for all of TV and Video. Job Summary: We are looking for a Data Scientist for a newly formed Research team at Data Plus Math. This individual will prototype advanced statistical models, investigate optimization algorithms, build and analyze graph data models, and collaborate with the engineering team to see their projects through to the end of completion. Responsibilities: Design and build machine learning and statistical models to solve prediction, optimization, causal inference and attribution problems Collaborate with engineering and operations teams to deploy models in production Contribute to the design and construction of complex data pipelines at scale Analyze and validate data at all layers in the cloud from raw data sources to warehouse to application Work with customers and product owners to understand requirements and prototype custom analysis and solutions Participate as a member of an agile team and contribute to daily stand ups, planning, and sprint retrospectives Continually improve your trade skills through personal studies and research Must have: BS or higher in Computer Science, Mathematics, Physics, Statistics, Engineering or a related field Strong analytical skills and experience working with data Proficient in at least one object-oriented programming language (python/java/scala, c++, etc) Excellent problem-solving skills with an ability to think outside the box Ability and enthusiasm to work in cross-functional teams in a fast-paced environment Strong oral and written communication and organizational skills Nice to have: PhD in Computer Science, Mathematics, Physics, Statistics, Engineering or a related field Experience with cloud-based platforms such as AWS, Azure or others Working SQL knowledge and experience working with relational databases Experience building machine learning pipelines and deploying at scale Experience with version control systems, preferably Git Experience designing experiments or models to solve open-ended business questions Experience communicating model results to customers or stakeholders q7Hzv2Xxw0", ,617dbab41a196a4a
