,job_title,company_name,annual_salary,city,state,zipcode,neighborhood,description,link
269,High-Throughput Cloning Manager,Asimov,,Cambridge,MA, , ,"asimov’s mission is to radically advance humankind’s ability to design living systems. we are building a cell programming platform that integrates synthetic biology, computer-aided design, and machine learning. we strive to enable biotechnologies with outsized impact, with a current focus on gene therapies, cell therapies, and protein therapeutics.  position: we are seeking a full-time high-throughput cloning manager to lead the dna construction team. you will manage a team of research associates to carry out high-throughput plasmid cloning and develop innovative methods that accelerate the process of genetic engineering. this role reports directly to the ceo and is a unique opportunity to work at a nimble, forward-thinking synthetic biology startup to help build the future of biological engineering.  as a high-throughput cloning manager , you will:  manage a team of research associates to perform high-throughput molecular cloning and deliver plasmids for the synthetic biology team create and manage an operating budget for the dna construction team research and develop novel molecular biology and laboratory methods to increase the scale and speed of genetic engineering work closely with the automation team and software team to develop software and hardware that facilitates high-throughput genetic engineering analyze and distill insight from experimental data and sequencing results communicate weekly cloning metrics, new process improvements, and experimental results to other scientists work effectively as part of a multifunctional team in support of an integrated synthetic biology platform  qualifications:  ph.d. in biological engineering, molecular biology, or a related field 3+ years of experience managing a molecular cloning team in industry or an academic foundry setting deep knowledge in molecular biology and modern dna assembly strategies (e.g., golden gate, gibson, hifi) demonstrated experience managing budgets and meeting project deadlines experience in automation protocol development quantitative data analysis expertise excellent written and oral communication skills  about us: we are fueled by a vision to transition synthetic biology to a fully-fledged engineering discipline. should you join our team, you will grow with a constantly evolving organization and push the frontiers of biological engineering. culture is key to asimov; we believe that our mission can only be achieved by a diverse team bringing a mixture of perspectives to create a future powered by synthetic biology.",c44317ad87fe2796
270,GAMMA - Lead Machine Learning Engineer,Boston Consulting Group,,Boston,MA ,02109,Central area,"location: boston, chicago, los angeles, montreal, new york, san francisco, seattle, toronto, washington, d.c. geography: north america capabilities: big data & advanced analytics, technology & digital industries: technology industries about us boston consulting group (bcg) is a global management consulting firm and the world’s leading advisor on business strategy. we partner with clients from the private, public, and not-for-profit sectors in all regions to identify their highest-value opportunities, address their most critical challenges, and transform their enterprises. our customized approach combines deep insight into the dynamics of companies and markets with close collaboration at all levels of the client organization. this ensures that our clients achieve sustainable competitive advantage, build more capable organizations, and secure lasting results. founded in 1963, bcg is a private company with more than 90 offices in 50 countries. for more information, please visit bcg.com practice area profile bcg gamma combines innovative skills in computer science, artificial intelligence, statistics, and machine learning with deep industry expertise. the bcg gamma team is comprised of world-class data scientists and business consultants who specialize in the use of advanced analytics to get breakthrough business results. our teams own the full analytics value-chain end to end: framing new business challenges, building fact-bases, designing innovative algorithms, creating scale through designing tools and apps, and training colleagues and clients in new solutions. here at bcg gamma, you’ll have the chance to work with clients in every bcg region and every industry area. we are also a core member of a rapidly growing analytics enterprise at bcg - a constellation of teams focused on driving practical results for bcg clients by applying leading edge analytics approaches, data, and technology. role profile overview of bcg gamma engineering: the bcg gamma engineering team is building the next generation of analytics tools. with your help, bcg gamma will develop a platform that fuels bcg gamma‘s global data and analytics offerings. data scientists depend on easy to use interfaces to easily code, increase productivity, answer questions, and envision their results. clients need to easily interact with our analytics applications to measure the success of their new analytics enabled organization or quickly make decisions based on what and how they see analytic output. our clients will use our analytics solutions to derive insights around business trends. we “open the doors“ to data for our clients giving them fast and trusted options to search, frame, and share data. bcg gamma x‘s goal is to help our clients understand what their data means and provide them the tools to share its narrative with various audiences.  position summary: bcg gamma is seeking a lead machine learning engineer to join our bcg gamma engineering team. the ideal candidate will have industry experience working on a range of different machine learning disciplines, e.g. anomaly detection, payment fraud, fraud detection, search ranking, text/sentiment classification, spam detection and others. the position will involve taking these skills and applying them to some of the most exciting and massive data and analytics problems across multiple industries. we are looking for machine learning engineers to join the ml effort for our teams in ca, ny, ma and paris, building ml-based systems, tools, and services that serve as infrastructure for our internal and external clients.  as a strong software leader and an expert in building complex systems, you will be responsible for inventing how we use technology, machine learning, and data to enable the productivity of our clients. you will help envision, build, deploy and develop our next generation of data engines and tools which will help our clients fundamentally transform their business. you will be bridging the gap between business and engineering, and functioning with deep expertise in both worlds.  basic job responsibilities: we are looking for a machine learning engineer who can bring bleeding edge machine learning models into production together with a highly multi-disciplinary team of scientist, engineers, strategic partners, product managers and subject domain experts.  your qualifications degree in computer science (or in a highly related area) or equivalent experience8+ years of experience in algorithms, data structures, and object-oriented programminggood understanding of machine learning fundamentals and deep learningimplementation experience in machine learning algorithms and applicationsstrong programming skills in at least one object oriented programming language (java, scala, c++, python, etc.)fluency with at least one of the modern distributed ml frameworks such as tensorflow, pytorch,caffe, mxneteager to learn new algorithms, new application areas and new tools.managment/team lead experience, experience working with global and remote teamsexperience guiding teams in addressing the technical and delivery challengesexcellent communication skills strongly preferred msc or phd in computer science (or in a highly related area) knowledge of or experience in building production quality and large scale deployment of applications related to natural language processing and machine learning familiarity with aws/gcp/azure technology stack  work environment:fast-paced, intellectually intense, service-oriented environmentoptimal locations are new york, washington dc, boston, philadelphia, chicago, seattle, toronto, san franciscoexpect up to 40% - 75% of time spent traveling  date posted: 19-sep-2018 boston consulting group is an equal opportunity employer. all qualified applicants will receive consideration for employment without regard to race, color, age, religion, sex, sexual orientation, gender identity / expression, national origin, disability, protected veteran status, or any other characteristic protected under national, provincial, or local law, where applicable, and those with criminal histories will be considered in a manner consistent with applicable state and local laws.  bcg is an e-verify employer.",12850e02bba5cb9d
271,Artificial Intelligence (AI) Engineer,MILL5,,Boston,MA ,02114,Back Bay-Beacon Hill area,"mill5 is a high-end boutique consulting company. we develop innovative solutions for our customers using the latest and greatest in technology. if you want to learn, be at the forefront of technology, solve challenging problems, and be hands-on, then you will enjoy working at mill5.  an artificial intelligence (ai) engineer is a hybrid role requiring skills in data engineering, data science, and software development. you will be responsible for working on a team to develop customer solutions. you will own user stories and tasks associated with them. writing good code and testing that the code meets customer requirements is a must. the ideal candidate will be passionate about technology and does not fear to learn new technologies. they must have a great work ethic and a commitment to getting their work done.  description the candidate must be fluent in artificial intelligence and machine learning techniques the candidate must understand the following algorithms and when each is applicable: linear regression, logistic regression, classification and regression trees, naïve-bayes, and k-nearest neighbors the candidate should be familiar with statistics, neural networks, heuristics, markov models, natural language processing (nlp) the candidate should know the r and python languages the candidate should familiar with jupyter notebooks the candidate should have experience with cloud platforms such as azure and aws experience with fpgas, azure data box edge, video analytics, iot a plus the candidate should be familiar with devops practices such as source control, builds, testing, deployments, release management, and monitoring an understanding of modern approaches to software development such as microservices and event-driven architectures experience developing applications with the azure cloud platform using visual studio and/or visual studio code experience with sdlc tools such as team foundation server (tfs), azure devops, and jira experience with source control systems such as tfs and git responsibilities focus on delivery and a commitment to winning write exceptional code write tests to ensure the quality of code work directly with client stakeholders be a part of a team in an agile development environment must be willing to write documentation troubleshoot and debug applications skills r, python, jupyter notebooks, anaconda, azure, apache spark, databricks, tensorflow, matlab, kubernetes, docker, stream analytics, iot, c#, cosmos db, sql server, hadoop, mongodb qualifications must be a self-starter with the ability to manage their own work. must have a bachelor’s degree or relevant work experience in computer science or related disciplines such as mathematics or engineering. demonstrated history of successful software projects benefits 401k, medical, dental, vision, short term disability, long term disability, life, vacation, flex time",9d98b840e104bda5
272,"Associate Director, Statistical Programming","Alexion Pharmaceuticals,Inc.",,Boston,MA, , ,"this position will be primarily responsible for overseeing statistical programming activities for multiple clinical studies, maintaining programming infrastructure and ensuring compliance with sops to produce quality and timely deliverables. he/she must possess extensive experience and proven skills in the use of sas within a statistical programming environment and complete knowledge and understanding of the statistical programming processes, procedures, and roles. he/she will use knowledge of cdisc sdtm and adam standards to support biostatistics in statistical analysis, including generating analysis data listing, tables, and figures and create all files necessary to support an electronic submission in the ectd format. additionally, the successful candidate will use his/her strong people management skills and supervisory skills to provide direct line management to the statistical programmers, identify training needs and opportunities for optimizing staff utilization and employing the most efficient practices. principal responsibilities serve, as necessary, as a lead programmer and manage the statistical programming efforts. this may include additional responsibilities including, but not limited to: develop and validate technical programming specifications for analysis datasets using alexion or adam standards. independently develop and validate programs that generate analysis datasets based on alexion or adam specifications. develop and validate technical programming specifications for protocol specific efficacy tables, listings, figures/graphs. independently develop and validate programs that generate protocol specific efficacy tables, listings, figures/graphs using alexion specifications. ensuring that the filing of study documentation is maintained to the standard required according to processes and acceptable for audit. provide secondary reviews of statistical programming deliverables. directly support the clinical and statistical programming director in all aspects of the management and development of the statistical programming team. responsibilities will include, but are not limited to: participate in the ongoing review of the processes used by the statistical programming group to ensure processes are continually complied with and updated as necessary. create and/or review programming plans, and ensure appropriate resource allocation and prioritization. act as the primary department contact, when necessary, to ensure that department standards are implemented in all studies. manage adherence to all company policies, sops, and other controlled documents; and ensure all programming activities adhere to departmental standards assume direct line management responsibility of the statistical programmers, conducting performance reviews, setting and regularly reviewing objectives, providing guidance and mentoring, and developing and regularly reviewing training and career development plans. collaborate closely with biostatistics, clinical data management, pharmacovigilance, clinical operations, and other functions within alexion to address their needs for programming support. serve as an administrator of the sas software on the department servers. any other activities as required. qualifications 7+ years statistical programming experience in the cro or pharmaceutical industry. 2-5 years people and project management experience in the cro or pharmaceutical industry. experience with cdisc sdtm and adam models and transforming raw data into those standards. strong people management skills and supervisory skills gained from direct line management or supervisory experience. proven abilities to lead and manage cross-functional projects, and people, from concept to completion. strong verbal and written communication skills - ability to clearly and effectively present information. an excellent understanding of the roles and responsibilities of all related disciplines, in particular biostatistics, clinical data management, and pharmacovigilance. advanced knowledge of sas/base, sas/macro, sas/stat, sas/graph, and sas/sql in a windows environment with a demonstrated mastery of sas/stat procedures. extensive experience and proven skills in the use of sas within a statistical programming environment to develop and validate analysis datasets, tables, listings, and figures/graphs. knowledge of clinical database design, specifically electronic data capture using inform, medidata, and oracle. advanced experience with: constructing technical programming specifications. relational databases. good clinical practices. good programming practices. 21cfr part 11 standards. integrated summary safety/efficacy analyses. safety data and coding dictionaries (meddra and whodd). creating all files necessary to support an electronic submission in the ectd format. education master’s degree in biostatistics or another related discipline. li-mw1  boston, ma , united states  some opportunities happen only once in a lifetime - like a job where you have the extraordinary opportunity to change lives. at alexion, such opportunities arise through our unwavering mission to serve patients and families affected by rare diseases. these patients are our guiding star, and we act with integrity, urgency, and discipline because we know their lives are at stake.",fc9abe19d5ec2e67
273,"Manager, Statistical Programming",Vita Data Sciences,,Waltham,MA ,02451, ,"position: manager, statistical programming  reports to: director, statistical programming and data analytics  responsibilites:  develop and manage statistical programming efforts within sas to generate the clinical datasets, tables, listings and figures. this includes a mix of both individual hands-on sas programming, as well as people and process management. serve as a “face to the client” for at-large relationship management to external clients. coordinate resource allocation on designated projects for the vita data sciences team. participate as a thought leader in the space to the at-large life sciences community. in coordination with the management of vita data sciences, contribute to the strategic direction and growth of the organization. interface with the vds business development and recruiting teams to ensure that resource allocation and scopes or work are properly aligned. gradually build and lead a team of additional sas programmers and data scientist to support multiple clients. perform validation and qc of the programs, datasets and statistical reports per study requirements. develop and review cdisc sdtm and adam mapping specifications. responsible for study closeout and providing submission-ready statistical programming deliverables to the client. ensure compliance of cdisc sdtm and adam datasets by running opencdisc validator and documenting issues. generate and review submission documents such as define.xml, sdtm annotated crf, and reviewers guide. communicates effectively within a project team to complete assigned tasks on time and within budget. effectively implement and promote use of established standards, sop and best practices. provide training and mentoring to junior programmers in the team.   minimum requirements:  master’s degree or equivalent and relevant formal academic / vocational qualification.  7+ years sas programming experience.  prior experience leading nda/bla/pmda submissions.  3-4yrs cdisc implementation & mapping experience.  2+ years of leadership and/or mentoring experience in a clinical study environment.  proficient in sas and macros and have developed macros to automate functionality.  participated as production or qc programmer at a product and/or study level.  experience working in multiple therapeutic areas  good organizational, interpersonal, leadership and communication skills.",b443b1d43d63a0c2
274,Local Lead Data Science Immersive Instructor,General Assembly,126000.0,Boston,MA, , ,"since 2011, general assembly has transformed tens of thousands of careers through pioneering, experiential education in today's most in-demand skills. as featured in the economist, wired, and the new york times, ga offers training in web development, data, design, business, and more, both online and at campuses around the world. our global professional community boasts 40,000 alumni — and counting.  in addition to fostering career growth for individuals, ga helps employers cultivate top tech talent and spur innovation by transforming their teams through strategic learning. more than 21,000 employees at elite companies worldwide have honed their digital fluency with our corporate training programs. ga has also been recognized as one of deloitte's technology fast 500, and fast company has dubbed us leaders in world-changing ideas as well as the #1 most innovative company in education.  we are looking for a data scientist to teach our full-time class:  our data science immersive course empowers students with both the skills and mindsets to become data analysts and data scientists. the global instructor lead will deliver instruction from a remote location to multiple classrooms on ga campuses. this role partners with local, on-site instructors to make up one hybrid instructional team focused on delivering first-in-class education to ga students.  you are:  a strong presenter: you're effective in a variety of formal presentation settings: one-on-one, small and large groups, and with peers. you're comfortable providing 1:1 and whole class support in person. good at motivating others: you create a climate in which people feel empowered and want to do their best; you can assess each person's hot button and use it to get the best out of him/her. you are eager to shape the skills, minds, and trajectories of the newest generation of data scientists. an adept collaborator: you are able to collaborate remotely, with team members and managers in different locations. you can quickly find common ground and solve problems for the good of all. you are seen as a team player who can solve problems with peers with a minimum of noise. action-oriented: you enjoy working hard and confront challenges with enthusiasm. you can set goals, prioritize next steps to achieve them, and measure your success/impact. able to learn on the fly: you are a quick, relentless and versatile learner who is open to change. you like to experiment and will try anything to find solutions.  technical requirements:  expertise in sql, python, and related python libraries (pandas, numpy). domain expertise in statistics, mathematics, and probability. ability to build and apply statistical models in python using machine learning libraries, such as scikit-learn and statsmodels. a deep understanding of statistical hypothesis testing and experimental design, data visualization techniques and tools (i.e. matplotlib, bokeh, etc), and manipulation of large data sets. ability to demonstrate and explain the function of machine learning algorithms such as regularized regression, naive bayes, decision trees, ensemble methods, knn, k-means clustering, and neural networks.  nice to haves:  proficiency with nlp python libraries such as nltk; hadoop or apache spark you are on top of industry trends in big data, machine learning, deep learning, and ai. previous data science or engineering teaching experience (a course, workshop, team training, etc.) experience coaching, managing or supporting more junior staff or students you have at least 6 months of professional data science experience.  responsibilities and duties   collaborate with global remote faculty to deliver full-time instruction 5 days a week, including teaching and student advising. facilitate hands-on instruction on campus including labs sessions, discussion sessions, and 1:1/small group support. foster a dynamic and collaborative classroom community that will inspire students to persevere through the challenges of learning complex subjects. collaborate with your instructional team to plan instructional activities, plan discussion sections, plan labs, and determine how to best meet the needs and learning styles of all students. provide students with 1:1 coaching and support throughout the course. work closely with your instructional team to provide students with meaningful and prompt feedback on their progress. guide students through the development of real-world projects that will showcase their abilities to hiring managers. contribute to the material and direction of an expanding global curriculum, ensuring the course remains cutting-edge and effective for students worldwide.  competencies:  directing others approachability technical skills motivating others presentation skills time management planning managing diversity  general assembly is a licensed school in all states that we operate in, and some states require instructors to be licensed to teach. if hired, you will be required to submit and be approved as an instructor in relevant states. directions for becoming licensed will be shared with you during onboarding. licensure requirements vary by state, but you may be required to provide academic transcripts and to answer questions pertaining to moral character, professional conduct, education, and work history. general assembly will pay for all licensing fees.",5d53553db38dc227
275,"Sr Analyst Programmer III, Statistical Programming",Biogen,,Cambridge,MA ,02142,East Cambridge area,"the sr. analyst iii, statistical programming leads and oversees statistical programming activities of internally and externally through vendors in the in the application of data standards, production of analysis datasets, analysis dataset specifications, tables, listings, figures, electronic submission components (define.xml and xpts), and ad hoc analyses. he/she partners with biostatistics to deliver high quality, submission ready statistical outputs. the sr. analyst iii, statistical programming leads and oversees statistical programming activities of internally and externally through vendors in the in the application of data standards, production of analysis datasets, analysis dataset specifications, tables, listings, figures, electronic submission components (define.xml and xpts), and ad hoc analyses. he/she partners with biostatistics to deliver high quality, submission ready statistical outputs.  this person is also responsible for providing input to the statistical programming portfolio lead (pl) on overall study timeline, monitoring and meeting agreed upon study milestones, escalating issues as needed to their dm counterpart and estimating resources needs. he/she leads a study team of statistical programmers to accomplish tasks and communicate issues, as necessary, to senior management. this includes communication and quality oversight of the vendor. he/she is comfortable representing the statistical programming perspective to the study team and is often the sole functional representative.  the sr. analyst iii, statistical programming helps to implement the data strategy, provides input to the data strategy lead and dmpl on the strategic direction of the program, partners with the ds&g lead to ensure appropriate statistical programming standards implementation and serves as reference for the study to the ads data sharing representative. he/she develops and implements standard programming practices while also ensuring that they are employed across a study. he/she collaborates with bpm on tools and process improvement for statistical programming.  principal accountabilities: 1. leads, coordinates and manages timely creation, oversight, review, completion, and delivery of statistical programming activities and deliverables of projects via internal and/or external staff oversight. 2. authors cdisc sdtm and adam (analysis data model) analysis dataset specifications including the identification of potential data issues or areas of critical data examination. works with statistics on defining and documenting programming endpoint algorithms 3. manage the end-to-end programming of deliverables through from crf collections through electronic submission including preparation of electronic submissions (esub) components (reviewers guides, annotated crf, define and xpts), ensures compliance to esub standards 4. identifies process inefficiencies and lead efforts to remedy the inefficiencies and train the department on the new processes in conjunction with qpt. 5. serves as the statistical programming lead to achieve milestones for a study; evaluates task objectives, collaborates with dal and/or manager on issues or resource needs. 6. verifies program consistency and usage of data, analysis and submission standards across the department in conjunction with data standards and in consultation with the data strategy plan. 7. informs internal and external project team members of statistical programming requirements, deliverable status, and resource needs. qualifications 7+ years relevant work experience within an organization with a focus on data management and analysis o 7+ years sas base programming with 7+ years using sas stat, graph and macro o 7+ years relevant industry experience o 7+ years clinical trial experience o 5+ years clinical database experience o cdisc and/or submissions experience knowledge of drug development process and clinical trialsknowledge of drug submission requirements, relevant ich and fda/emea/row guidelinesfamiliarity with unix as well as software development packages (r, imaging and genomics software packages)management skills, and ability to effectively lead and collaborate across functionsattention to detail including proven ability to manage some competing priorities education bachelor’s degree required, masters or phd in statistics or mathematics preferred employment categoryfull-time regular experience level associate",37698b8caca0c9c5
276,Computer Vision Engineer,Emotibot Technologies Limited,,Boston,MA, , ,"location: boston office contact us at：job@emotibot.com responsibilities: developing and evaluating state-of-the-art computer vision algorithms for understanding human body languages as well as objects and other scenery cues from camera input. implementing, and optimizing hardware accelerated machine learning algorithms in arm processor as well as special purpose computing architectures, such as dsp, gpu. qualifications: minimum qualifications: ba/bs degree in computer science, related technical field or equivalent practical experience. strong competencies in algorithms and software design optimized for embedded systems. fluency in c/c++. preferred qualifications: ms or phd degree in computer science, ai, machine learning, or related technical field. experience in machine learning algorithms for vision problems including deep learning. broad computer vision knowledge such as reconstruction, feature detection, motion detection, object detection, segmentation, tracking and classification. strong c/c++ programming skills, including performance optimization and multi-threaded code gpgpu computing (cuda or opencl). knowledge of embedded system, arm, dsp, gpu, vliw, and simd programming. knowledge of real-time video analytics pipeline.",f1a057f12a320746
277,Senior Machine Learning (ML) Engineer,Drift,,Boston,MA, , ,"-------------------------------------  about drift  drift is the new way businesses buy from businesses. with its quickly evolving set of tools and playbooks, drift is the world's leading conversational marketing platform, trusted by top enterprise businesses like ellie mae, grubhub, invision, marketo, mongodb, okta, outreach, eventbrite, vidyard, and over 150,000 other businesses. sales and marketing teams rely on drift to connect now with the customers who are ready to buy now.  based in boston, drift was founded by serial marketing technology entrepreneurs david cancel and elias torres and is backed by leading venture capitalists including crv, general catalyst, and sequoia.  what you'll be doing on the team: in one month you'll   evaluate memory consumption & inference latency of our classifiers. deploy classifier monitoring services. create pipelines for reproducible data processing, feature extraction, and model training.  by month 3 you'll   deploy large pretrained language models (e.g. bert, xlnet, gpt-2) on aws using pytorch. optimize inference time of models. scale to handle thousands of simultaneous requests.  by month 6 you'll   implement an active learning framework to accelerate data annotation. scale classifier services with kubernetes and kubeflow. architect a general ml framework to be used by nlp specialists across the company.  about you and what type of skills you'll need:  3+ years ml engineering experience in industry familiarity with aws, pytorch, tensorflow, scipy stack bonus points for c++, kubernetes  drift is committed to being an equal opportunity employer. we celebrate and support diversity, and work every day to create an inclusive work environment that represents the world that we live in.  ******  ******  ---",54a090020d250ed4
278,Statistical Programmer Consultant,SAGE Therapeutics,,Cambridge,MA, , ,"responsibilities lead/review sdtm specs, acrf, datasets, defines, reviewer’s guide for regulatory, cdisc compliance and sap utilize sas to generate and validate cdisc sdtm, adam compliant datasets and tlfs based on sap utilize sas to generate any adhoc related analysis for various needs (internal, publications, ect.) oversight of cros to ensure quality and timely deliverable collaborate with cross functional teams on ongoing basis representing statistical programming on study management teams review ecrfs, dmp and other data management documents review statistical analysis plan and other related docs work independently manage multiple projects/tasks, and appropriately prioritize these tasks qualifications the successful candidate for this position will have a proven track record of sdtm/adam, tlfs programming supporting clinical trial execution and regulatory submissions, and must therefore: have strong technical sas programming skills (at least 7-8 years) that can be used in producing various types of outputs: datasets, tlfs. have strong technical skills to produce deliverables either on scheduled or adhoc basis. have at least 5-7 years of experience in the pharmaceutical industry; bachelor’s degree in statistics, mathematics, computer science, management information systems, or related field of study is required; ms in statistics or biostatistics is desirable; strong knowledge with fda and cdisc/sdtm requirements for compliant datasets, programs, and validation processes is a must have; experience with spotfire and r, a plus thorough understanding of the clinical drug development process (clinical trials phase i-iv); heavily involved in designing, developing & validating cdisc sdtm specifications and datasets for clinical trials; experience with producing outputs submitted to the fda and other regulatory agencies (ind, iss, ise, annual reports, dsur, post marketing support, etc.); excellent knowledge of clinical trial research methodologies, cdisc, ich, gcp and 21 cfr part 11 rules and regulations; demonstrable abilities to work on most tasks independently (with limited guidance and supervision); excellent organizational skills: can prioritize multiple tasks and goals to ensure the timely completion excellent communication skills with the ability to quickly adapt to a fast-paced environment; expected to communicate regularly with cro vendors to ensure quality and on-time delivery and with members of various internal teams (data science, medical science, and program development) to provide delivery-related updates; attention to detail and the ability to work individually, within a multi-disciplinary team, as well as with external partners and vendors. embrace our core values: put people first, do big, be accountable, grow through learning and change, and work fun. excitement about the vision and mission of sage embrace our core values: put people first, do big, be accountable, grow through learning and change, and work fun excitement about the vision and mission of sage employment type: contingent worker  job id: r000212 #biotechnology #careers #thisissage all qualified applicants will receive consideration for employment without discrimination on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability, or any other factors prohibited by law. eeo is the law eeo is the law - poster supplement",585903e26dad57be
279,Senior Data Scientist,Wolters Kluwer,,Waltham,MA ,02453, ,"do you want to use your skills and talent to make a meaningful impact on healthcare?   wolters kluwer health is a fast-growing and innovation-driven healthcare information technology company working on the front lines of clinical care. our talented team of clinicians, technologists, and product visionaries collaborate to provide advanced solutions that tackle some of the most challenging problems in our healthcare system.   we are searching for a data scientist who is passionate about technology and healthcare to build models and applications in areas such machine learning and natural language processing. you should be willing to take on challenges of unknown dimensions, and work hand in hand with clinicians, customers, and developers. you will need to have very strong technical skills in data sciences and a proven ability to deliver products to the market.   reporting into the wolters kluwer health cto team, this role is crucial to the continued growth and evolution of one of the leading global healthcare technology companies.   essential duties and responsibilities  engage as a key member of the applied data sciences team a self-starter who can align the technology with the overall product strategy develop novel algorithms and models in the medical domain in collaboration with clinicians, product managers, and software engineers develop models to infer or predict disease conditions with a high level of accuracy work on training and refining various models to attain a high bar of required accuracy needed in healthcare learn fast through hands-on rapid prototyping of 3rd party software, both commercial and open source, and proprietary development assess various machine learning frameworks and packages collaborate effectively with other data sciences teams to align on direction and leverage existing tools and knowledge monitor trends in ai to influence the solutions within wolters kluwer health  other duties  performs other duties as assigned by supervisor. education:  bachelors degree and 5+ years of experience or masters degree and 3+ years of experience or phd and 1+ years of experience. phd preferred in computer science, electrical engineering, mathematics or equivalent; specializing in machine learning, nlp, or a related field. experience:  experience in advanced technical domains, data sciences, and machine learning techniques familiarity with programming for data science in languages such as python or r demonstrated ability to function within a team of multiple disciplines  the following is highly desired, but not required:  strong research publication record expertise in software development experience in semantic web technologies experience in healthcare experience or understanding of snomed, icd-10, loinc, and cpt strong communication skills and the ability to relay and simplify complex concepts   travel requirements  up to 5% travel might be needed all locations: usa-ma-waltham-third ave",c8a3a90a0c0a4aff
280,"Associate Scientist / Scientist - HPLC , GC , Analytical Dev...",PPD,,Boston,MA, , ,"in labs and health care facilities worldwide-- here we are ppd is a leading global contract research organization. at ppd we are passionate, deliberate, and driven by our purpose - to improve health. ppd laboratories offers the most comprehensive set of laboratory services available in the industry and continues to deliver innovative solutions to our clients through our collaborative approach, including ppd laboratories fsp. ppd laboratories fsp is a unique partnership that allows our clients to leverage the experience of our ppd staff, while allowing you, the employee, to gain direct experience working onsite at a pharmaceutical/ biopharmaceutical company, all while maintaining full-time benefits/advantages of being a part of ppd. as a associate scientist/scientist you will use state-of-the-art technologies to perform traditional and innovative analytical techniques and quality-by-design principles to develop and validate the analytical tools used to ensure the safety, efficacy and quality of the client pharmaceutical products while working onsite at a large pharmaceutical client site. as a member of the analytical development team, you will support the drug development programs at the client site through laboratory techniques commonly used in the analysis of pharmaceuticals such as hplc, gc, and kf, and dissolution. additional key responsibilities for the role on site at a major pharmaceutical company: analysis of chemical development and formulation samples using hplc (assay/purity work), gc (head space residual solvent work) routine analyses that support ad group such as hplc project support, blend uniformity and content uniformity analysis, and head space gc residual solvent analysis  participating in the planning of experiments maintains accurate records of experiments and results in a laboratory notebook and authors reports as assigned. interpretation and communication of results. the ability to present results in both oral and written reports is required. participate in evaluating new technologies and developing new processes to improve lab operations  maintains general lab equipment, including hplc, gc, and kf, dissolution apparatus  troubleshooting of instruments and experiments demonstrates responsible follow-up demonstrates knowledge of scientific principles and basic understanding of applicable drug development regulations at ppd we hire the best, develop ourselves and each other, and recognize the power of being one team. it's not just talk, our award-winning training programs speak for themselves. join ppd in our relentless pursuit of excellence - apply now!  qualifications  education and experience: bachelor's degree in physical sciences, chemistry, analytical chemistry, engineering, or equivalent and relevant formal academic / vocational qualification previous experience that provides the knowledge, skills, and abilities to perform the job (comparable to 1+ years’) or equivalent combination of education, training, & experience. or masters degree (with preference to 1+ years' experience) preference to those with 2+ years of experience  knowledge, skills and abilities: hplc, gc- head space, dissolution testing, blend and content uniformity, residual solvent, impurity testing  knowledge of method development ability to work successfully in both a team/matrix environment as well as independently is required ability to understand and independently apply gmps and /or glps to everyday work with regard to documentation and instrument use ability to utilize eln, empower is a plus, and microsoft excel and word to perform tasks manual dexterity. communicate effectively and follow detailed written and verbal instruction. cooperate with coworkers within an organized team environment or work alone with supervision. manage time effectively to complete assignments in expected time frame. maintain a laboratory notebook and complete all documentation with clear and accurate language and according to the sop. proficient in the use of analytical instrumentation, skills in separation science techniques (hplc, gc) are desired. proficient in sample extraction procedures. ability to plan, schedule and carry out work for successful project completion. proficient in the operation of the computer and data acquisition programs. positive attitude and ability to work well with others. ability to write protocols and reports with minimum supervision ppd values the health and wellbeing of our employees. we support and encourage individuals to create a healthy and balanced environment where they can thrive. below is listed the working environment/requirements for this role: able to communicate, receive, and understand information and ideas with diverse groups of people in a comprehensible and reasonable manner able to work upright and stationary and/or standing for typical working hours able to lift and move objects up to 25 pounds able to work in non-traditional work environments able to use and learn standard office equipment and technology with proficiency may have exposure to potentially hazardous elements typically found in healthcare or laboratory environments able to perform successfully under pressure while prioritizing and handling multiple projects or activities  #gd   li-nw1  additional information  requisition id: 160975 additional information  requisition id: 160975",b99f20f487577cd8
