,job_title,company_name,city,state,zipcode,neighborhood,description,annual_salary,link
84,Data Scientist,EMD,Bedford,MA, , ,"Your Role: The successful candidate will help shape the data strategy and will find opportunities for process optimization based on data mining, data analysis and machine leaning methods. As data scientist, you will be responsible for the development of models and algorithms as part of a broader Digital Platform. You will help scientists to codify their knowledge and discover new insights using advanced analytics tools. You will work with various technologies therefore it is important that you are comfortable with multiple standards, programming languages and analytical tools. The willingness to travel up to 25%. Who You Are: Minimum Qualifications: PhD in Data and Computer Science with 5+ years of work experience using statistical computer languages (i.e. Python, R, GraphQL, etc.) – OR – Bachelor’s degree in Data and Computer Science with 8+ years’ work experience using statistical computer languages (i.e. Python, R, GraphQL, etc.) Preferred Qualifications: Ability to develop & use of predictive modeling Experience in various Data Science software packages and Machine Learning frameworks Proficient in Data Visualization tools and techniques Strong leadership and results oriented personality Proven track record in successfully working in a multi-disciplinary, multi-culture, team-based environment Excellent verbal and written communication skills, ability to present at internal and external meetings Experienced in Biotechnology, Life Sciences and regulated industry RSREMD",,d71897d1bff45a0f
85,Data Scientist Engineer,Octo Consulting Group,Boston,MA, , ,"Octo is currently seeking a Platform Security Engineer to join a growing team on an exciting and highly visible project for a DoD customer.  The project you will be working is to define and design the data architecture and taxonomy in preparation for conducting extensive analysis of the data ingested via Air Force existing legacy applications to a more evolvable architecture that can better leverage a cloud environment to deliver better technology, reduce program sustainment costs, and higher system reliability. Our approach is to transform legacy applications to be cloud native and reside on a Platform as a Service (PaaS). Additionally, modernize current applications by breaking them down into loosely coupled micro-services, and leveraging a continuous integration / continuous delivery pipeline to enable an agile DevOps Strategy.  Octo Data Scientists on this project will have an opportunity to …receive 6+ months of Pivotal Cloud Foundry training as part of the standard on-boarding process for this project.  You…  As a Data Scientist at Octo, you will be involved in the analysis of unstructured and semi-structured data, including latent semantic indexing (LSI), entity identification and tagging, complex event processing (CEP), and the application of analysis algorithms on distributed, clustered, and cloud-based high-performance infrastructures. Exercises creativity in applying non-traditional approaches to large-scale analysis of unstructured data in support of high-value use cases visualized through multi-dimensional interfaces. Handle processing and index requests against high-volume collections of data and high-velocity data streams. Has the ability to make discoveries in the world of big data. Requires strong technical and computational skills - engineering, physics, mathematics, coupled with the ability to code design, develop, and deploy sophisticated applications using advanced unstructured and semi-structured data analysis techniques and utilizing high-performance computing environments. Has the ability to utilize advance tools and computational skills to interpret, connect, predict and make discoveries in complex data and deliver recommendations for business and analytic decisions. Experience with software development, either an open-source enterprise software development stack (Java/Linux/Ruby/Python) or a Windows development stack (.NET, C#, C++). Experience with data transport and transformation APIs and technologies such as JSON, XML, XSLT, JDBC, SOAP and REST. Experience with Cloud-based data analysis tools including Hadoop and Mahout, Acumulo, Hive, Impala, Pig, and similar. Experience with visual analytic tools like Microsoft Pivot, Palantir, or Visual Analytics. Experience with open source textual processing such as Lucene, Sphinx, Nutch or Solr. Experience with entity extraction and conceptual search technologies such as LSI, LDA, etc. Experience with machine learning, algorithm analysis, and data clustering.  Us…  We were founded as a fresh alternative in the Government Consulting Community and are dedicated to the belief that results are a product of analytical thinking, agile design principles and that solutions are built in collaboration with, not for, our customers. This mantra drives us to succeed and act as true partners in advancing our client’s missions. What we’d like to see…  Full-stack software development experience with a variety of server-side languages such as Java, C#, PHP, or Javascript (NodeJS) Experience with modern front-end frameworks like React, Vue, or Angular Intimate knowledge of agile and lean philosophies and experience successfully leading software teams in the practice of these philosophies Experience with Continuous Delivery and Continuous Integration techniques using tools like Jenkins or Concourse Experience with test-driven development and automated testing practices Experience with data analytics, data science, or data engineering, MySQL and/or Postgres, GraphQL, Redit, and/or Mongo Experience with building and integrating at the application and database level REST/SOAP APIs and messaging protocols and formats such as Protobuf, gRPC, and/or RabbitMQ Experience with Pivotal Cloud Foundry Experience with Event/Data Streaming services such as Kafka Experience with Enterprise Service Bus and Event Driven Architectures Experience with prototyping front-end visualization with products such as ElasticStack and/or Splunk Strong communication skills and interest in a pair-programming environment Bonus points if you… Possess at least one of the Agile Development Certifications Certified Scrum Master Agile Certified Practitioner (PMI-ACP) Certified Scrum Professional Have proven experience writing and building applications using a 12-factor application software architecture, micro services, and API Are able to clearly communicate and provide positive recommendation of improvements to existing software applications Years of Experience: 5 years or more  Education: Associates in a Technical Discipline – Computer Science, Mathematics, or equivalent technical degree  Clearance: SECRET",,e7b24f15640c4496
86,Principal Data Scientist,UnitedHealth Group,Boston,MA ,02298, ,"Combine two of the fastest-growing fields on the planet with a culture of performance, collaboration and opportunity and this is what you get. Leading edge technology in an industry that's improving the lives of millions. Here, innovation isn't about another gadget, it's about making health care data available wherever and whenever people need it, safely and reliably. There's no room for error. Join us and start doing your life's best work.(sm)  Risk, Quality, Network, Solutions is looking to expand and is seeking a Principal Data Scientist to join our team. You should be an exceptional disciplined and self-motivated Data Scientist with predictive modeling and advanced analytics experience and a passion for working with healthcare data (relevant experience with data from other industries of interest as well; financial, retail, telco, etc.), experience using various computational approaches, and a portfolio of projects you can show and talk about.  You’ll enjoy the flexibility to telecommute* from anywhere within the U.S. as you take on some tough challenges.  Primary Responsibilities: Improve and extend the analytic methods in our products Work alongside other data scientists, engineers, and project managers to design and implement models and experiments from end to end, including data ingestion and preparation, feature engineering, analysis and modeling, model deployment, performance tracking and documentation Utilize machine learning methodologies Conduct hands-on data analysis and predictive analytics on large datasets Effectively communicate complex technical results to business partners Support and drive analytic efforts around machine learning and innovation Work with a great deal of autonomy to find solutions to complex problems  Required Qualifications: Bachelor’s Degree with Master’s Degree highly preferred in a quantitative field such as Statistics, Mathematics, Computer Science or related field 2+ years experience in a big data environment integrating data and extracting insights from information across multiple platforms 2+ years of business experience using Python, or similar software, for data management Experience implementing models based on Artificial Intelligence and Machine Learning (machine learning techniques used need to be clearly defined in resume) Experience with predictive and Prescriptive Modeling Ability to communicate effectively across a variety of stakeholders and cross matrixed teams Capability to manage own work and work as a ‘thought partner’ across the team  Preferred Qualifications: Supervisory experience Tableau reporting system experience Familiarity with Medicare, Medicaid, ACA concepts; understanding of plan types such as MAPD, DSNP, Group Retiree Experience using R, SAS, and SQL Server for data management and analytics Professional experience with modeling supporting marketing or behavioral science projects Demonstrated ability to work in a fast-paced environment, handling multiple priorities Strong knowledge of health care industry or experience with human clinical research studies in a business environment  Careers with Optum. Here's the idea. We built an entire organization around one giant objective; make health care work better for everyone. So when it comes to how we use the world?s large accumulation of health-related information, or guide health and lifestyle choices or manage pharmacy benefits for millions, our first goal is to leap beyond the status quo and uncover new ways to serve. Optum, part of the UnitedHealth Group family of businesses, brings together some of the greatest minds and most advanced ideas on where health care has to go in order to reach its fullest potential. For you, that means working on high performance teams against sophisticated challenges that matter. Optum, incredible ideas in one incredible company and a singular opportunity to do your life's best work.(sm)  Diversity creates a healthier atmosphere: UnitedHealth Group is an Equal Employment Opportunity/Affirmative Action employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law.  UnitedHealth Group is a drug-free workplace. Candidates are required to pass a drug test before beginning employment.",,41f63fd1515b11be
87,Data Scientist II,Keurig Dr Pepper Inc.,Burlington,MA, , ,"Job Overview Keurig Dr Pepper is building a sophisticated Data Science Team responsible for enhancing and optimizing marketing efforts. This is a hands-on team that is building actively building up data resources and connecting the dots to help Keurig Dr Pepper be a disruptive force in the beverage landscape. As a Data Scientist II, you will analyze transactional, panel, and POS summary data to generate deep insights; utilize statistical learning techniques to glean patterns and opportunities in the shopper and consumer landscape; create targeted audiences for use in programmatic digital media; and use various modeling techniques to make predictions about shopper behavior. This position will work cross-functionally with partners from brand marketing, device marketing, shopper marketing, media, and ecommerce to make a meaningful impact on our business. You will be responsible for mentoring junior scientists and acting as a Data Science Evangelist throughout organization.  What You will Do:  Analytics – Perform analytical tasks that include data gathering, analysis, visualization, and data-driven story-telling as a basis of project justification and innovation. It is imperative that sound data analytics is at the core of all Data Science projects and recommendations. Define metrics for success and performance tracking. Data Engineering – The component of data engineering required for this position is equivalent to “clean data wrangling.” Each scientist on the team must be able to create and validate modeling/analytical datasets in a manner that is efficient and repeatable.  Statistical/Machine Learning - Perform statistical/machine learning projects as necessary for given business needs. Feature Engineering and Target Variable definition will be part of these projects. These projects may consist of – large scale/rapid hypothesis testing, classification, prediction, and recommender systems. The outputs of S/ML projects will be used as the basis for media buys, marketing programs, and brand strategies.  Communication – Prepare presentations and reports communicating project results. Must be able to communicate findings, methods, and recommendations to a non-technical audience on a regular basis.  Project Management – Implements strategic analyses with the know-how to balance getting the details right, while still moving at the speed of business. Communicates progress and roadblocks to manager and stakeholders appropriately.  Implementation/Integration – Translates and breaks apart day-to-day business challenges into manageable segments for data science application.  Domain Expertise – Must be able to gain a deep understanding of the general CPG/beverage business and how our particular company operates in the space. Requirements What you must have: MS/PhD. Data Science, Statistics, Economics, Computer Science, Mathematics, or related applied quantitative field (Bachelor’s in a highly quantitative/STEM field considered with the right experience) 2-5 years hands-on industry (non-academic) experience in Data Science (or equivalent quantitative job title) Experience with regularized regression, random forest, boosting methods, and several other statistical/machine learning methods Experience ingesting and manipulating large volumes of data (both tall and wide) Experience with multiple analytical toolsets and evidence of tool agility Company Overview & EEO Statement Keurig Dr Pepper (KDP) is a leading coffee and beverage company in North America with dual headquarters in Burlington, MA and Plano, TX, with annual revenue in excess of $11 billion. KDP holds leadership positions in soft drinks, specialty coffee and tea, water, juice and juice drinks and mixers, and markets the #1 single serve coffee brewing system in the U.S. The Company maintains an unrivaled distribution system that enables its portfolio of more than 125 owned, licensed and partner brands to be available nearly everywhere people shop and consume beverages. With a wide range of hot and cold beverages that meet virtually any consumer need, KDP key brands include Keurig®, Dr Pepper®, Green Mountain Coffee Roasters®, Canada Dry®, Snapple®, Bai®, Mott’s® and The Original Donut Shop®. The Company employs more than 25,000 employees and operates more than 120 offices, manufacturing plants, warehouses and distribution centers across North America.  Benefits built for you: Our people are the heart of our business, which is why we offer robust benefits to support your health and wellness as well as your personal and financial well-being. We also provide employee programs designed to enhance your professional growth and development while ensuring you feel valued, inspired and appreciated at work.  Keurig Dr Pepper Inc. is an equal opportunity employer and affirmatively seeks diversity in its workforce. Keurig Dr Pepper Inc. recruits qualified applicants and advances in employment its employees without regard to race, color, religion, gender, sex, sexual orientation, gender identity, gender expression, age, disability, genetic information, ethnic or national origin, marital status, veteran status, or any other status protected by law. EOE Minorities/Females/Protected Veterans/Disabled  Candidates must be able to pass a background check and drug test, as applicable for the role.",,08910fbfdfd19b8b
88,Healthcare Data Scientist,Vertex Pharmaceuticals,Boston,MA ,02210,South Boston area,"Healthcare Data Scientist  Are you passionate about using data to take on business challenges? Do you have experience in healthcare specific data analytics and applied statistics? Are you looking for an opportunity to address interesting business questions in the life sciences and grow your skillset by working on a collaborative team? You might be the person we are looking for. We are seeking a healthcare/clinical data scientist with experience in advanced analytics and a real passion for addressing business needs through data analysis and visualization to join our enterprise-wide data science and strategy team. As an individual contributor on this team, you will be addressing high-impact business questions across research and development, clinical, commercial, and operational areas. You will work side-by-side with internal partners from across the organization to develop creative solutions for our highest priority business needs. This is a unique opportunity to help build a data driven organization across functions. You will play a key role in supporting the build-out of the data science team, culture and capabilities. Responsibilities: Be the primary technical lead focused on creative use of diverse data sources, such as clinical trial data, electronic health record data, insurance claims data, and/or other provider and patient level data. Guide deployment of advanced analytical techniques to tackle problems across different functions. Advise senior management on opportunities and gaps in the company’s current capabilities across data science technology and infrastructure, and recommend plans for growth through adoption of new methods and/or technologies. Mentor and support the training of new and existing staff in data science and advanced analytics. Support the translation and appropriately champion advanced analytics results and capabilities (e.g. machine learning and natural language processing) to non-technical audiences. Participate in the broader data science community to follow the latest developments in data and technology. Champion an ambitious mindset and collaboration with IT, business partners, and the internal analytics community. Qualification: PhD in Statistics, Epidemiology, Health Economics, Biostatistics, Computer Science, Clinical/Biomedical Informatics or a related computational and quantitative discipline, or a Master’s degree (scientific field of study) and 3+ years of relevant experience. Domain knowledge in clinical data, real word data (e.g. Optum, Truven, IMS, Pharmetrics, Premier or others), and/or other related data sources such as providers and health systems. Expertise with programming languages such as R, Python or others. Extensive experience in applying data science to complex problems, along with a broad understanding of core statistical principles Understanding and experience with supervised and unsupervised ML techniques. Comfortable working with both technical and non-technical staff to translate concepts and algorithms into working prototypes. Able to thrive in a fast-paced environment with uncertainty. Ability to collaborate with the team and translate existing research into practical solutions and products ability to build and manage relationships with various collaborators across the company Bring an entrepreneurial and ethical mindset, openness, transparency, and collegiality to your work #LI-KF1",,3f06785cad4921c1
89,Sr Data Scientist,"CallMiner, Inc",Waltham,MA, , ,"CallMiner empowers organizations of any size to extract and act on intelligence from customer interactions and feedback, including live and recorded calls, chat, email, social platforms and surveys, for improving customer experience, sales, marketing, compliance, and agent and customer engagement center performance. Highlighted by multiple customer achievement awards, including eight Speech Technology implementation awards in the past six years, CallMiner was recently named a leader in the industry analyst report Forrester New Wave: AI-Fueled Speech Analytics Solutions, Q2 2018.At CallMiner, we hire great people and challenge them every day. CallMiner team members are passionate about delivering innovative technology solutions and industry leading customer success. Core to our culture is the power of feedback which we leverage to improve our own organization every day in every way. To hear more about what it’s like to work at CallMiner, watch our video at Careers.CallMiner.com.Summary: The AI Research team at CallMiner is looking for industry leading Data Scientists to continue our growth in advance ML techniques. As a conversational AI company, we have an amazing set of data, combined with powerful hardware and tools to develop industry leading solutions. Typically, we collect millions of phone-calls each day, that equals to billions of words. We are not looking for just anyone to work on our team, we have a research group that is intelligent, and driven to discover. Much of our research is on the theoretical approaches new to the world and finding cutting edge solutions to problems yet to be discovered.We believe in a fun, self-driven environment, that is as much about the art of data, as it is about the science. As a senior member of the AI modeling team, the primary role is research around creating modeling solutions which drive product and organizational improvement in the real-world using AI.We are looking for a person who enjoys finding new ways to extract insights from the general and specific models. Develop and manage hypotheses to modeling solutions through a team by leading and actively doing as well. If you have a deep desire to understand and learn from various modeling techniques and approaches, we are the right place. The ability to learn from failure is a must due to the theoretical nature of the research. On top of all of that, we are a fun place to work.Cool stuff you will be doing, includes: Work on data and business problems to drive improved business results through designing, building, and partnering to implement models.Have a wholistic understanding of the business impact of modeling in research, operations, software development, and implementation.Use best practices to develop statistical, machine learning techniques to build models that address business needs.Use and continue to learn a wide variety of tools and languages to achieve results (e.g., Python, Neural Networks, parallel processing).Research language and tools from the latest industrial and academic sources that can improve efficiency or introduce new product to our clients.Collaborates with team members in research and other departments in order to improve the effectiveness of business decisions through the use of data and machine learning/predictive modeling.Qualifications: Masters or PhD preferred in a quantitative field such as Statistics, Mathematics, Computer Science, Physics, Social Sciences, Finance, Computational Linguistics, or Economics.3-5 years of experience in Machine Learning.Experience in using statistical modeling and/or machine learning techniques to build models that have driven company decision making.Excited to learn new algorithms and techniques in the general field of AI.Experience in managing and manipulating large, complex datasets, ideally related to Speech Recognition, Audio Signal Processing, or Natural Language Processing.Ability to code and develop models in languages such as Python and R.Knowledge of advanced modeling techniques such as Neural Networks.Ability to provide written and oral interpretation of highly specialized terms and data, and ability to present this to others with different levels of technical expertise.Job Type: Full-timeExperience:machine learning: 3 years (Required)Education:Master's (Required)Location:Waltham, MA (Required)Work authorization:United States (Required)Work Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time off",,5aa410599a934487
90,Senior Data Scientist,Syndic8 DMS,Boston,MA, , ,"You: You are not a traditional data scientist. You sleep, eat, and breath Excel and R, but are tired of working task lists in a slow-moving corporation. You enjoy the process of discovering new data challenges, and want the freedom to create meaningful solutions in real-time. You are constantly learning, teaching yourself new disciplines, and you are obsessed with the potential uses of neural networks, artificial intelligence, and machine learning. You want the autonomy and responsibility that comes with being the company’s go-to resource for all-things data.  In this role, you will translate complex business challenges into data tasks – our managers and clients know what’s wrong, and it is up to you to investigate in the data, determine the cause, and devise an elegant solution. You will continually refine your models to learn from increasing amounts of available information. You will decide what data points should be silently corrected, vs. highlighted with intuitive suggestions. This suggestion engine will be the foundation of the company’s core product.  As the quality of data improve, your role will increasingly shift towards predictive analytics – using platform data to drive the high-level business strategies of our clients.  You’ll be a skills fit if you: have 5+ years of experience using R, Python, Excel VBA, Apache Spark, Eclipse Deeplearning4j, and similar libraries have significant experience using AI toolkits such as TensorFlow, Pylearn2, and Pattern have significant experience building and training models using web services such as Amazon Rekognition, IBM Watson, and Google CloudVision have experience with image recognition, and image content identification routinely identify high-value data issues, explain their business impact to senior executives, and devise an elegant solution to the problem  You’ll be a character fit if you: enjoy the challenges and rewards of working in a *very* early stage startup (very strong preference for someone who has worked in a <50-person company). are constantly tinkering (we love tinkerers!). enjoy challenging the status quo, and constantly come to your team with ideas for improvement. know when to check in for approval vs. run with an idea. view working for a large corporation as the death of productivity, innovation, intellectual stimulation, education, and pretty much any other goal of a company/job. do not sit idle once a task is complete – you have a constant backlog of tasks, or things you want to learn. have worked in a variety of team environments – distributed, remote, off-shore, near-shore, etc. think that TCP/IP is one of the most under-appreciated accomplishments of modern computing. want to create (and I really mean *create*) a fun, hard-working environment of peers with whom you’re excited to slay the day. don’t get wrapped up in titles, and chip in on things that need doing without asking (even if they have absolutely nothing to do with your responsibilities).  What you get: Outstanding benefits, including fully-paid health insurance, 401k, commuter benefits, generous vacation, BYOD compensation, etc. Flexible work environment – e.g. working from home, shifted hours, etc. Potentially, equity shares in the company, depending on your experience The unique experience, pride and status that comes from being one of the first employees of a software startup The opportunity to build your own team as we expand, and shape the entire company/product The opportunity to “do it right” this time. We have all inherited someone else’s mess at some point, and wished we could build something from scratch to meet our own impeccable standards. It’s time to seize the opportunity. Company perks Flexible schedule Flexibility is key - we realize that working from home can significantly improve our team's work-life balance, so we're pleased to offer this as an option to the right individuals. New Apple Machine Who doesn't love a shiny new laptop? Paid Holidays We include a generous combination of paid holidays, vacation time, and rollover options. Free Meals Every Monday we have free breakfast, and ad-hoc free meals throughout the week. One of the many perks of our central location at WeWork St. James. Competitive Salary Working for a startup isn't easy, and it isn't for everyone. We recognize your hard work with a compensation plan tailored to you. Generous Benefits Syndic8 offers generous coverage for health, dental, and vision insurance, as well as commuter benefits and a 401(k). Staff also benefit from a wide range of perks through WeWork, including discounted fitness club memberships and more. Work With Us We're constantly searching for talented individuals. If you think you're a fit for a position please email your résumé and cover letter to careers@syndic8.io.",,9667a6edb7b6f494
91,Scientist/Associate Scientist - Data Science/Computational B...,HiFiBiO Therapeutics,Cambridge,MA, , ,"Scientist/Associate Scientist – Data Science/Computational Biology  Cambridge, MA, USA / Paris, France / Shanghai, China  We are looking for a motivated, independent, rigorous and flexible hands-on scientist who will thrive in a fast-paced dynamic environment. The successful candidate will be part of the growing Data Science/ Computational Biology team and will contribute to interdisciplinary project teams and collaborate with colleagues in the US, France, and China, as well as with external partners.  The successful candidate should be an excellent communicator, proactive, well-organized and capable of working independently to deliver high-quality data. Her/his work will contribute to the research on novel targets for the development of antibody candidates and to translational research that will help define the clinical strategy for more advanced programs. Besides excellent skills in data analysis, statistics and scientific programming, the candidate must be passionate about biology and drug development, show creative thinking and willingness to be a continuous learner. This is a unique opportunity to have an impactful role in a multinational, innovative biotherapeutics company, working at the leading edge for treating cancer and autoimmune diseases.  Responsibilities: Interrogate large-scale genomic data sets, especially single-cell data, to help answer research questions that help to advance the programs. Make external data sets available for in-house computational research by importing, processing, and quality control data. Contribute to the development of new applications using our single-cell analysis platform. Help to build computational infrastructure that can facilitate sustainable development of computational tools and storage of large-scale data. Make oral and written updates in project team meetings routinely.  Qualifications: Ph.D./master’s degree in computational biology, bioinformatics, data science, biomedical engineering or a related discipline is required with 1-3 years of research experience. Excellent skills in scientific programming in Python, MATLAB, R or related languages Experience with Machine Learning/AI advantageous. Prior experience in analyzing single-cell data RNA sequencing data strongly preferred. Candidates with solid biology or immunology knowledge preferred. Demonstrated independence in the design and execution of computational analyses, as well as troubleshooting and documentation. Innovative, motivated and productive problem solver with excellent written and oral communication skills who works effectively in a team setting.  Application Please send your CV/Resume to Andreas Raue (a.raue [at] hifibio) or Adam Woolfe (a.woolfe [at] hifibio.com) with the title 'Application for Data Science/Computational Biology at HiFiBiO'.  About HiFiBiO Therapeutics   HiFiBiO Therapeutics is an emerging multinational company mobilizing the human immune system to combat disease and transform patient care. We integrate deep-rooted biological expertise, apply advanced single-cell profiling technologies and leverage open-innovation strategies to accelerate the development of a repertoire of innovative antibody drugs to treat cancer and autoimmune disorders.",,1840de933366a001
92,Artificial Intelligence – Machine Learning Scientist,CVS Health,Boston,MA ,02110,Central area,"This role will have the unique opportunity to build, implement, and upkeep a Personalization Engine product serving over 70M loyalty program customers. In this role, you will apply a rigorous machine learning approaches to build and enhance the capabilities of the product.  As an Artificial Intelligence Scientist, you will be expected to thrive and have demonstrate success in an environment which offers complex problems, big challenges, and quick changes. They will deliver model and solution artifacts (e.g. operational code to support system decision/workflow and technical documentation) while operating autonomously in a product development setting to meet release schedules. You will be expected to balance detailed execution goals with speed and business constraints. Solid collaborative skills, ability to abstract complex problem into machine learning solutions, an appreciation for learning, and extreme attention to detail are necessities. The successful candidate will be a recognized expert for their technical and critical thinking abilities.  Your key job responsibilities will be:  You will provide technical expertise in building and maintaining artificial intelligence product in cloud environment You will build scalable solutions as part of artificial intelligence pipeline You will collaborate with IT/Engineering to ensure proposed solutions are implemented/supported You will ensure implemented solutions within production meet design requirement You will build Machine Learning pipelines and train models You will work in code notebooks You will build & validate models You will monitor & retrain models You will monitor and bug fix solutions You will use code repositories to version and share code/notebooks You will analyze product performance to find opportunities and propose solutions for enhancement, improvement, and efficiency You will conduct analyses and build solutions as needed to supplement pipeline orchestration and execution  Required Qualifications - 3+ years experience - Computer Science, Programming skills  - 3+ years experience - Probability and Statistics  - 3+ years experience - Data Modeling and Evaluation  3+ years experience – Experience with Big Data and Machine Learning in cloud environment (Azure/Databricks experience strongly) 3+ years experience – Expert programming skills in at least two of the following: Python, R, Scala, Spark or Java. Strong preference for Python/Spark/Keras - 2+ years experience - in applying supervised, unsupervised and semi-supervised learning techniques  2+ years experience – Building Machine Learning pipeline ( data ingestion, feature engineering, modeling including ensemble methods, predicting, explaining, deploying and diagnosing over fitting ) - 3+ years experience - in model selection and sampling  - 1+ years experience - deep learning and neural nets (strong preference for experience with Keras)  Preferred Qualifications - Deep knowledge base in Machine Learning and in- depth expertise in applying automated solutions in Decision Optimization/Workflow processes.  Experience with Natural Language Processing (NLP) Experience in retail or loyalty programs preferred  Education Position requires MS of PhD in Electrical or Computer Engineering, Computer Science, Physics, Mathematics or related engineering or information sciences discipline and in lieu of a MS, a BS and 4+ years of experience will be considered.  Business Overview It’s a new day in health care.  Combining CVS Health and Aetna was a transformative moment for our company and our industry, establishing CVS Health as the nation’s premier health innovation company. Through our health services, insurance plans and community pharmacists, we’re pioneering a bold new approach to total health. As a CVS Health colleague, you’ll be at the center of it all.  We offer a diverse work experience that empowers colleagues for career success. In addition to skill and experience, we also seek to attract and retain colleagues whose beliefs and behaviors are in alignment with our core values of collaboration, innovation, caring, integrity and accountability.  CVS Health is an equal opportunity/affirmative action employer. Gender/Ethnicity/Disability/Protected Veteran – we highly value and are committed to all forms of diversity in the workplace. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities. We comply with the laws and regulations set forth in the following EEO is the Law Poster: EEO IS THE LAW and EEO IS THE LAW SUPPLEMENT. We provide reasonable accommodations to qualified individuals with disabilities. If you require assistance to apply for this job, please contact our Advice and Counsel Reasonable Accommodations team. Please note that we only accept applications for employment via this site.  If technical issues are preventing you from applying to a position, contact Kenexa Helpdesk at 1-855-338-5609 or cvshealthsupport@us.ibm.com. For technical issues with the Virtual Job Tryout assessment, contact the Shaker Help Desk at 1-877-987-5352.",,dc64bd35e66171c4
93,Senior Data Scientist,Integral Health,Boston,MA, , ,"About the Role  As a Data Scientist at Integral you will work on cutting edge analytical problems that arise from an extremely diverse set of biotech data - including computational chemistry, computational biology, medical records, quantitative finance, text/social, video/image analysis, mobile/digital patient engagement, and others. Successful candidates must be committed to working with a diverse set of scientists, entrepreneurs, and domain experts in ways that cut across traditional industry boundaries in a fast-paced startup environment.  You'll do…   Work with other experts and product teams to understand, research, and produce solutions to complex analytical problems.  Work with other stakeholders to translate analytical insights into meaningful decisions, actions, or automated systems as required Work with engineers to design, code, train, test, and iterate on large scale machine learning and analysis systems.   You Bring…   BS or MS in Computer Science, Computational Biology, Computational Chemistry, Biostatistics, Cognitive Science, Business, or similar field with a deeply quantitative research component  Strong analytical and problem-solving skills  Experience with popular analytical tools such as Pandas, Scikit-learn, Tensorflow, PyTorch, Jupyter, ggplot2, or SparkML   You May Also Bring…   Ph.D. in Computer Science, Computational Biology, Cognitive Science or related quantitative field  Extensive experience with standard statistical analysis and machine learning techniques  Extensive experience with standard software engineering tools and methodologies  Software engineering skills across multiple languages such as Python, R, SQL, Java, Scala Deep knowledge of computer science concepts pertaining to algorithmic complexity and distributed computing  Experience with scalable analysis tools and platforms such as Hadoop, Spark, AWS, or GCP   About Integral  Integral Health, Inc. is a privately held, computational company with a proprietary clinical development and patient engagement platform. Integral Health was founded by Flagship Pioneering, an innovation enterprise that conceives, creates, resources, and grows first-in-category life sciences companies. Flagship Pioneering has created over 40 groundbreaking companies over the past fifteen years, all of which are pioneering novel and proprietary biological, industrial, and engineering approaches to solve major needs in human health and sustainability. These companies include Seres Therapeutics (NASDAQ: MCRB), Moderna (MRNA), Syros Pharmaceuticals (SYRS), Rubius Therapeutics (RUBY), Axcella Health, Evelo Biosciences (EVLO), and Indigo Agriculture.",,8370e15ee11eeaca
94,"Associate, Data Science",Santander Bank,Boston,MA ,02109,Central area,"Associate, Data Science-1903313 Description The Associate, Data Science will support our Consumer & Business Banking leadership to provide insights gained from analyzing company data and driving projects through the full lifecycle including: building relationships with our stakeholders, framing and structuring business use cases, collecting and analyzing data, and summarizing key insights. They will work with engineers to evangelize data best practices and implement optimization and machine learning solutions. Collaborates across areas of our business at every level of seniority to uncover and address opportunities for analytics and data science Discovers, mines, and evaluates data from across systems and adapts initiatives to needs of business. Develops custom data models and algorithms to apply to datasets Leverages available tools to collaborate with teammates and build a sustainable codebase Uses exploratory data analysis and predictive modeling to identify insights to define and optimize customer experience across channels Ability to innovate and overcome project roadblocks and stakeholder ambiguity Coordinate with other teams to implement analytic solutions and monitor outcomes Qualifications Requirements: Bachelor's Degree w/ equivalent experience 2-5 years in a quantitative field Master's Degree or Ph.D. preferred Demonstrated experience querying databases and using statistical programming languages (SQL, SAS, Python, R, C++,Java, Spark, Scala…etc.). Knowledge and experience with a variety of machine learning and predictive modeling techniques including NLP (clustering, decision tree learning, regression, time-series, artificial neural networks etc.) and their real-world advantages/drawbacks. Experience visualizing data for stakeholders in Tableau, Shiny, D3, or other tools Ability to clearly communicate complex results to technical and non-technical audiences. Strong evidence of leveraging analytics to drive business results. Strong project management skills including effective time management in order to efficiently deliver concurrent projects with competing priorities. Scientific approach including hypothesis formulation and testing. Intellectuallycurious with life and professional goals and a desire to learn new techniques Job :Data Science Primary Location :Massachusetts-Boston-75 State Street - 06366 - State Street-Corp Organization :Consumer & Business Banking (1001) Schedule :Full-time Job Posting :Jul 19, 2019, 3:05:50 PM",,c74ff016abcc8185
